,État,Marque,Date,nom,Prix,Description,keep,cat
366,NEUF SANS ÉTIQUETTE,MONTEGO,2022-04-09,COOL FLORAL T-SHIRT BY MONTEGO.,14.99,COOL T-SHIRT BY MONTEGO WITH LOVELY FLORAL PATRON. MEASUREMENTS: 57CM LONG MEASURED FROM THE SHOULDER AND 46CM WIDE MEASURED FROM ARMPIT TO ARMPIT. EXTREMELY STRETCHY. IS LABELLED WITH SIZE XS BUT FITS LIKE SIZE S SO THIS IS THE REASON I LISTED IT AS SIZE S. NEW. THE RED BLAZER IN ONE OF THE PHOTOS CAN BE PURCHASED SEPARATELY AND CAN BE FOUND ON MY VINTED PAGE.,True,Undefined
367,TRÈS BON ÉTAT,GUESS,2022-04-09,T-SHIRT LONGUES MANCHES COMME NEUF,13.0,T-SHIRT COMME NEUF. GUESS TAILLE S,True,Undefined
368,TRÈS BON ÉTAT,nan,2022-04-09,T-SHIRT MIXTE TAILLE L,8.0,"T-SHIRT BLANC DÉCORÉ PAR MOI AU FEUTRE POUR TISSU,
TAILLE L
LAVAGE 40°",True,Undefined
369,NEUF AVEC ÉTIQUETTE,HUGO BOSS,2022-04-09,T SHIRT TIRCH BOSS,30.0,"ARTICLE NEUF DANS EMBALLAGE 
PRIX NON NÉGOCIABLE",True,Undefined
370,TRÈS BON ÉTAT,MARVEL,2022-04-09,T-SHIRT MARVEL SPIDERMAN,1.0,TRÈS BON ÉTAT TAILLE 3 ANS T-SHIRT MANCHES COURTE MARVEL,True,Undefined
371,TRÈS BON ÉTAT,ROCQUER,2022-04-09,T-SHIRT IMPRIMÉ NUMÉRIQUE,18.0,"TAILLE L
OVERSIZE
SPORTS VESTE
STREETWEAR",True,Undefined
372,TRÈS BON ÉTAT,MARVEL,2022-04-09,T-SHIRT MARVEL SPIDERMAN,1.0,TRÈS BON ÉTAT TAILLE 3 ANS T-SHIRT MANCHES COURTE MARVEL,True,Undefined
373,TRÈS BON ÉTAT,ROCQUER,2022-04-09,T-SHIRT IMPRIMÉ NUMÉRIQUE,18.0,"TAILLE L
OVERSIZE
SPORTS VESTE
STREETWEAR",True,Undefined
374,TRÈS BON ÉTAT,ICEBERG,2022-04-09,T-SHIRT BY ICEBERG,25.0,"*PLUTO*
ICE BY ICEBERG T-SHIRT (DISNEY EDITION)
SIZE: XL (SMALL SIZED)
A= 51CM (WIDTH)
B= 70CM (LENGTH)
HOW -COOL- IS THIS SHIRT FOR THE SUMMER OF 2022",True,Undefined
375,NEUF AVEC ÉTIQUETTE,FILA,2022-04-09,T-SHIRT FILA,25.0,MAAT: L,True,FastFashion
376,NEUF AVEC ÉTIQUETTE,TWIGGY,2022-04-09,T-SHIRT CALIFORNICATION DE LA MARQUE FRANÇAISE TWIGGY ビストロ,35.0,"DANS SA PORSCHE EN IMPRESSION 4 COULEURS.
PRIX 50€
SÉRIE LIMITÉE.
CALIFORNICATION
SÉRIE TÉLÉVISÉE CULTE DES ANNÉES 2000.
TOURNÉE EN CALIFORNIE PRINCIPALEMENT DANS LE QUARTIER DE SANTA MONICA AVEC SON PERSONNAGE PRINCIPAL HANK MOODY ROMANCIER DÉLURÉ, IRRESPONSABLE, CYNIQUE RECHERCHE DÉSESPÉRÉMENT À RECONQUÉRIR SA FEMME KAREN.
AVEC DES PERSONNAGES AUSSI DÉLIRANT QUE LUI.
SI VOUS NE CONNAISSEZ PAS À VOIR ABSOLUMENT 😉.
COLLABORATION TWIGGY ビストロ X TIMOTHÉ CAMARA",True,Undefined
377,TRÈS BON ÉTAT,BOTTEGA VENETA,2022-04-05,T-SHIRT BOTTEGA VENETA NOIR,110.0,"T-SHIRT DE LA MAISON ITALIENNE BOTTEGA VENETA.
COLLECTION FALL 2020.
COULEUR NOIR.
MATIÈRE: 100 % COTON.
LOGO BOTTEGA TON SUR TON BRODÉ AU DOS.
TAILLE M.
FABRIQUÉ EN ITALIE.
PIÈCE DE GRANDE QUALITÉ.
PORTÉ UNE FOIS, TRÈS BON ÉTAT.
PRODUIT AUTHENTIQUE (PAS UNE CONTREFAÇON).
ENVOI SOIGNÉ.

#LUXE #LUXURY #BOTTEGAVENETA #BOTTEGAVENETASTYLE #TSHIRT #MEN #CLASSY #CHIC #COTON #COTTON #BOTTEGA #BOTTEGASTYLE #GENTLEMAN #CONNOISSEUR #STYLE #ITALY #ITALIAN #FASHION #CASUAL #DOLCEVITA #SPREZZATURA",True,Undefined
378,NEUF SANS ÉTIQUETTE,NIKE,2022-04-09,T-SHIRT NIKE DRI-FIT,10.0,MAI INDOSSATA,True,FastFashion
379,BON ÉTAT,ZARA,2022-04-09,ZARA - TEE SHIRT VERT ET BLANC - T M,7.0,VENDS TEE SHIRT VERT BOUTEILLE ET BLANC DE LA MARQUE ZARA EN TAILLE L - IMPRIMÉ PANTHÈRES - 50 % COTON - 50 % MODAL - CONVIENT JUSQU'AU 42,False,FastFashion
380,NEUF SANS ÉTIQUETTE,BLANCO,2022-04-09,CAMISETA AJUSTADA ELEGANTE,5.0,"MARCA BLANCO 
TALLA M 
NUEVA",False,Undefined
381,NEUF AVEC ÉTIQUETTE,SHEIN,2022-04-09,CAMISETA DE TIRANTES ANCHOS,5.0,"TALLA M
MARCA SHEIN 
NUEVA",False,UltraFastFashion
382,NEUF AVEC ÉTIQUETTE,LIMA LIMON,2022-04-09,CAMISETA LENTEJUELA,13.0,"CAMISETA BLANCA CON DIBUJO DE CORONA DE LENTEJUELA BLANCA, ROJO Y DORADO. 
TALLA M
MARCA LIMA LIMÓN
NUEVO CON ETIQUETA 
#TSHIRT #VERANO #SUMMER",True,Undefined
383,NEUF SANS ÉTIQUETTE,RALPH LAUREN,2022-03-16,CAMISETA AZUL PARA HOMBRE,15.0,"MARCA RALPH LAUREN 
TALLA S
NUEVA 
#RALPHLAUREN",False,Fashion
384,NEUF SANS ÉTIQUETTE,EDC BY ESPRIT,2022-03-16,CAMISETA DE HOMBRE MANGA CORTA,6.0,"TALLA S
MARCA SPRIT
NUEVA",False,Fashion
385,NEUF SANS ÉTIQUETTE,S.OLIVER,2022-04-09,COOL DARK-GREEN T-SHIRT BY S.OLIVER.,13.99,REALLY COOL DARK-GREEN COTTON T-SHIRT BY S.OLIVER. WILL FIT SIZE S AND M. THE SIZE TAG WAS REMOVED AS IT WAS MADE OF SOME ROUGH MATERIAL BUT I NEVER WORN THE T-SHIRT SO IT'S BRAND NEW. MEASUREMENTS: 60CM LONG MEASURED FROM THE SHOULDER AND 47CM WIDE FROM ARMPIT TO ARMPIT. NICE PRINT ON THE FRONT.,True,Undefined
386,TRÈS BON ÉTAT,ONLY,2022-04-09,BLAUW T SHIRT MET GLITTER ONLY,5.0,"T SHIRT BLAUW MET GLITTER STREPEN EN ROOD MET WITTE DETAILS AAN DE MOUWEN EN BOORT. 
AMPER GEDRAGEN!!
MAAT XS",True,Undefined
387,TRÈS BON ÉTAT,nan,2022-04-09,JOLIS T-SHIRT T 18MOIS,28.0,"JOLI LOT DE T-SHIRT PLUS MIGNONS LES UNS QUE LES AUTRES, EN TBE.",True,Undefined
388,BON ÉTAT,KARL MARC JOHN,2022-04-09,T SHIRT MANCHE LONGUE KMJ,4.0,"T SHIRT MANCHE LONGUE AVEC MANCHE CHAUVE SOURIS PLUS RESSERRÉ SUR L’AVANT DES BRAS, COULEUR BLEU TACHETÉS CF PHOTOS , POCHE SUR LE DEVANT 
TAILLE ASSEZ GRAND EFFET LOOSE 
CONFORTABLE",True,Undefined
389,TRÈS BON ÉTAT,ROCQUER,2022-04-09,T-SHIRT IMPRIMÉ NUMÉRIQUE,18.0,"TAILLE L
OVERSIZE
SPORTS VESTE
STREETWEAR",True,Undefined
390,TRÈS BON ÉTAT,PHILIPP PLEIN,2022-04-03,T-SHIRT PHILIPP PLEIN,90.0,PAS SOUVENT PORTÉ,True,UltraFashion
391,TRÈS BON ÉTAT,SAW,2022-04-09,T-SHIRT IMPRIMÉ NUMÉRIQUE,17.0,"TAILLE L
OVERSIZE
SPORTS VESTE
STREETWEAR
ORGANIQUE COTTON",True,Undefined
392,NEUF SANS ÉTIQUETTE,BABY CLUB,2022-03-27,T-SHIRT MANCHES COURTES TAILLE 74,1.0,"NEUF 
PETITE TÂCHE SOUS LE POISSON VOIR PHOTO
MOTIF À L ARRIERE
A L'ACHAT D'UN LOT DE 10 ARTICLES: 30% DE RÉDUCTION SUR LES PRIX DE BASE ET 40% À L'ACHAT DE 20 ARTICLES.",True,Undefined
393,TRÈS BON ÉTAT,DOLCE & GABBANA,2022-04-09,T-SHIRT BY DOLCE & GABBANA,25.0,"*ENJOY*
D&G BY DOLCE&GABBANA T-SHIRT
SIZE: 48
A= 51CM (WIDTH)
B= 71CM (LENGTH)
INSIDE OUT LOOK.
HOW -REFRESHING- IS THIS SHIRT.",True,UltraFashion
394,TRÈS BON ÉTAT,ZADIG & VOLTAIRE,2022-03-19,T-SHIRT ZADIG ET VOLTAIRE 12 ANS,12.0,ZÉRO DÉFAUT. JOLI MOTIF BLEU/ROSE/JAUNE ET PERLES SUR FOND NOIR. MANCHES LONGUES. TAILLE NORMALEMENT.,True,Undefined
395,NEUF SANS ÉTIQUETTE,VERSACE,2022-04-09,T-SHIRT VERSACE,140.0,"PORTÉ 1X, ÉTAT IMPLACABLE ET ACHETÉ 190€ ( VOIR FACTURE DISPO)",True,UltraFashion
396,NEUF SANS ÉTIQUETTE,PETIT BATEAU,2022-04-09,T-SHIRT ROSE,15.0,T-SHIRT ROSE JAMAIS PORTÉ,True,Undefined
397,TRÈS BON ÉTAT,ROBERTO CAVALLI,2022-03-28,T-SHIRT ROBERTO CAVALLI CLASS,45.0,"TSHIRT IN COTONE ROBERTO CAVALLI CLASS CON STAMPA DORATA. TG S VESTIBILITÀ REGOLARE.

#VINTED #VINTEDFRANCE #VINTAGESTYLE #VINTEDADDICT #VINTEDSPAIN #VINTEDITALIA #VINTEDSELLER #VINTEDITALY #VINTEDFEMME #VINTEDFASHION",True,Undefined
398,TRÈS BON ÉTAT,CHROME HEARTS,2022-04-03,T-SHIRT CHROME HEARTH NOIR,115.0,PORTE RAREMENT TRÈS BON ÉTAT,True,Undefined
399,BON ÉTAT,UNDIZ,2022-04-09,UNDIZ-THE SIMPSONS - TEE -SHIRT GRIS IMPRIMÉ - T. S,13.0,"TRÈS ORIGINAL TEE-SHIRT GRIS PORTANT UNE IMPRESSION DE L'ANIMATION THE SIMPSONS SUR LE CORSAGE DE LA MARQUE UNDIZ THE SIMPSONS - T. S
MANCHES COURTES - ENCOLURE ARRONDIE - EN COTON ET POLYESTER
EN BON ETAT",False,Undefined
400,TRÈS BON ÉTAT,BURBERRY,2022-04-09,T SHIRT BURBERRY,75.0,"* FRAMBOOS ROZE T SHIRT VAN BURBERRY TE KOOP
* MAAT LARGE (L)
*VALT NORMAAL
*T SHIRT MET STRETCH
* PATROON OP DE MAUWEN 
*KLEIN FOUTJE ONDERAAN DE T SHIRT ZIE LAATSTE FOTO
VOOR DE REST ZEER GOEDE STAAT .
* WORD VERZONDEN ZONDER DOOS !
*HELAAS 
GEEN FACTUUR MEER",True,UltraFashion
0,TRÈS BON ÉTAT,BALENCIAGA,2014-04-23,,120.0,T SHIRT BALENCIAGA NOIR ESPRIT ROCK . LONGUEUR MANCHES 36 CM TRADUIRE,True,UltraFashion
1,TRÈS BON ÉTAT,BALENCIAGA,2016-02-20,,57.0,T-SHIRT. LA PARTIE SUPÉRIEURE EST DÉCORÉE D'UN ORNEMENT EN CAOUTCHOUC. SERA SUR XS-STRADUIRE,True,UltraFashion
2,TRÈS BON ÉTAT,BURBERRY,2015-04-26,,26.0,"BURBERRY T-SHIRT
SIZE 6 MTRADUIRE",True,UltraFashion
3,TRÈS BON ÉTAT,SANDRO,2015-10-20,,29.0,"T SHIRT SANDRO BLANC TAILLE 3 JUST COOL IT COTON BLANC INSCRIPTION FLUO 
ETE 2015 PARFAIT ETAT TRADUIRE",True,Fashion
4,BON ÉTAT,BALENCIAGA,2014-08-19,,55.0,T-SHIRT BALENCIAGA. PEU PORTÉ.TRADUIRE,True,UltraFashion
5,TRÈS BON ÉTAT,GIVENCHY,2014-09-04,,68.0,UNWORN GIVENCHY LONG T-SHIRT. SIZE SMALL. STRETCHY MATERIAL. TRADUIRE,True,UltraFashion
6,TRÈS BON ÉTAT,MARQUES ALMEIDA,2016-07-12,,107.24,TOUT NOUVEAU HAUT DE STYLE T-SHIRT MARQUES ALMEIDA. DÉTAIL DE MOTIF COOL. COULEUR BLEU / VERT. FERMETURE ÉCLAIR À L'ARRIÈRE. TAILLE XS. ÉTIQUETTE TOUJOURS ATTACHÉETRADUIRE,True,Undefined
7,BON ÉTAT,NON SIGNÉ / UNSIGNED,2021-01-27,,23.09,"NAVY BLUE AND WHITE LINE COTTON T-SHIRT, ROUND COLLAR, SHORT SLEEVES, PRESS STUD UP TO THE WAIST, A GREY COTTON BAND AT THE BOTTOM. NO SIZE CHIP, ESTIMATION SIZE L. NO COMPOSITION LABEL, ESTIMATION COTTON MAJORITY. MEASUREMENTS: TOTAL LENGT...LIRE LA SUITETRADUIRE",True,Undefined
8,TRÈS BON ÉTAT,CARVEN,2015-07-30,,44.0,"SUPERBE T SHIRT CARVEN BLEU MARNE FLEURS ROSE 
MATIERE COTON ET STRETCH EPAIS 
TAILLE L TRES BON ETATTRADUIRE",True,UltraFashion
9,TRÈS BON ÉTAT,GIVENCHY,2016-03-11,,200.0,"T-SHIRT EN COTON BLANC GIVENCY AVEC DÉTAILS SUR TOUT LE DÉCOLLETÉ (DEVANT ET DOS) EN TULLE REPRÉSENTANT DES CRÂNES 
 UTILISÉ DEUX FOISTRADUIRE",True,UltraFashion
10,TRÈS BON ÉTAT,SANDRO,2013-11-09,,48.12,"SUPER MIGNON TOP SANDRO EN EXCELLENT ÉTAT, PORTÉ SEULEMENT QUELQUES FOIS. 100% TENCEL.TRADUIRE",False,Fashion
11,TRÈS BON ÉTAT,YVES SAINT LAURENT,2015-07-24,,92.94,"YSL T-SHIRT SANS MANCHE, EN COTON DOUX, MOTIF SERPENT BRODÉ TOUT AUTOUR DU COU DEVANT ET DERRIÈRE. TRÈS BEAU À PORTER AU DESSOUS D'UNE VESTE. TRÈS PEU PORTÉ.  100% COTON, MADE IN ITALY. LARGEUR AU FOND: 43,5 CM.TRADUIRE",True,UltraFashion
12,TRÈS BON ÉTAT,SEE BY CHLOÉ,2014-03-07,,50.0,"T-SHIRT BLANC CASSÉ AVEC IMPRIMÉ CORDAGE ET POMPONS NOIRS, COUPE LOOSE.
COMPOSITION : 70% VISCOSE 30% LIN.
LARGEUR POITRINE : 50 CM.
TRADUIRE",True,Undefined
13,TRÈS BON ÉTAT,CHRISTOPHER KANE,2014-10-03,,106.41,"NOUVEAU T-SHIRT CHRISTOPHER KANE, AVEC MOTIF FLEURS VIOLETTES SUR LE DEVANT. BLANC UNI AU DOS. FABRIQUÉ À 100% EN COTON FIN DE LA MEILLEURE QUALITÉ. TAILLE XS, MAIS CONVIENDRAIT ÉGALEMENT À LA TAILLE S CAR ELLE EST UN PEU PLUS GRANDE. TRÈS ...LIRE LA SUITETRADUIRE",True,Undefined
14,TRÈS BON ÉTAT,BURBERRY,2013-02-24,,30.0,"JOLI T-SHIRT CLASSIQUE BURBERRY EN COTON BEIGE. TAILLE 18M/86CM. COL RAS DU COU, MANCHES COURTES DE 10 CM ET LOGO DEVANT TARTAN. DEUX BOUTONS GRAVÉS LA MARQUE AU COU. EN TRÈS BON ÉTAT. DIMENSIONS : L 36CM, CARRURE 25CM, NIV. POITRINE 30CM.TRADUIRE",True,UltraFashion
15,BON ÉTAT,BURBERRY,2015-09-02,,44.0,"PORTÉ, MAIS EN TRÈS BON ÉTATTRADUIRE",False,UltraFashion
16,TRÈS BON ÉTAT,PHILIPP PLEIN,2015-03-10,,44.0,"- BLANC AVEC APPLICATION KAKI ET OR
- PLUS LONG DERRIÈRE
- 55% COTON, 45% POLYESTERTRADUIRE",False,UltraFashion
17,TRÈS BON ÉTAT,CALVIN KLEIN,2015-08-08,,26.0,T-SHIRT CALVIN KLEIN TG AVEC ÉCRITURE SWAROVSKI PAYÉ 120 EUROSTRADUIRE,True,Undefined
18,TRÈS BON ÉTAT,IRO,2014-06-13,,35.0,"T-SHIRT MANCHES COURTES MODÈLE LEANEL ÉCRU 100% COTON, MOTIF AJOURÉ SUR LE BUSTE, ÉPAULETTES.TRADUIRE",True,Undefined
19,TRÈS BON ÉTAT,DIANE VON FURSTENBERG,2013-05-15,,77.0,"T-SHIRT DE MARQUE DIANE VON FURSTENBERG LIMITED EDITION PRODUCED BY BUDDHIST PUNK N° 494/500
100% RAYON.
TISSU ASSEZ FIN ET TRÈS AGRÉABLE À PORTER.
SÉRIGRAPHIÉ DIANA VON FÜRSTENBERG.
MESURES, À PLAT: (SANS TIRER SUR LE TISSU QUI EST STR...LIRE LA SUITETRADUIRE",True,Undefined
20,TRÈS BON ÉTAT,JONATHAN SAUNDERS,2014-06-06,,49.37,"T-SHIRT NOIR AVEC IMPRESSION SUR LE DEVANT. COL ROND. COMPOSITION: 100% COTON. MESURES PRISES À PLAT: LARGEUR POITRINE 48 CM, LARGEUR TAILLE 44 CM, LONGUEUR MANCHE 13 CM.TRADUIRE",True,Undefined
21,TRÈS BON ÉTAT,BONPOINT,2015-06-11,,29.0,"COULEUR ARDOISE, TAILLE GRANDE COUPE AMPLETRADUIRE",False,Undefined
22,TRÈS BON ÉTAT,WOWO,2014-03-03,,22.0,"BLEU, IMPRIMÉ DEVANT, UNI DERRIERETRADUIRE",False,Undefined
23,TRÈS BON ÉTAT,BONPOINT,2015-06-11,,19.0,EN COTON TRADUIRE,False,Undefined
24,SATISFAISANT,DSQUARED2,2015-04-09,,19.0,100% COTONTRADUIRE,False,UltraFashion
25,TRÈS BON ÉTAT,RICK OWENS LILIES,2014-07-28,,120.0,T SHIRT RICK OWENS T 44 TRADUIRE,True,Undefined
26,TRÈS BON ÉTAT,LILI GAUFRETTE,2014-01-31,,17.0,"T-SHIRT À MANCHES LONGUES, LILI GAUFRETTE, TAILLE 1 AN, EN PARFAIT ÉTAT.
COLORI DOMINANT, ROSE PALE, AVEC AU CENTRE LE DESSIN D'UN BIBERON GRIS CLAIR, CERCLÉ DE PETITES PERLES ET NOEUD EN RUBAN.
2 PETITS BOUTON NACRÉS ROSE AU DOS POUR FER...LIRE LA SUITETRADUIRE",True,Undefined
27,TRÈS BON ÉTAT,ZADIG & VOLTAIRE,2015-02-06,,62.0,TOP BLANC SIMPLE ET BEAU POUR TOUTES LES SAISONS PAR ZADIG & VOLTAIRE. DANS DE TRÈS BONNES CONDITIONSTRADUIRE,False,Undefined
28,TRÈS BON ÉTAT,MARC JACOBS,2015-10-22,,215.29,T-SHIRT 100% LAINE BLEU COL V. PARFAITTRADUIRE,True,Undefined
29,TRÈS BON ÉTAT,GIVENCHY,2015-03-03,,348.53,"RED COTTON LACE BRODERIE T SHIRT GIVENCHY

SIZE XS COTTON 100 %TRADUIRE",True,UltraFashion
30,TRÈS BON ÉTAT,BALMAIN,2015-03-28,,240.0,"T SHIRT COTTON BALMAIN
SIZE 38 FRANCE 
GREEN, BLACK
PERFECT CONDIZIONTRADUIRE",True,Undefined
31,TRÈS BON ÉTAT,GIVENCHY,2015-03-06,,220.33,T SHIRT COTON GIVENCHY TAILLE XS COLORE HAKI FRANCETRADUIRE,True,UltraFashion
32,TRÈS BON ÉTAT,BALMAIN,2015-03-12,,214.12,"T SHIRT BALMAIN 
 100 COTON 
 COULEUR CRÈME, IMPRESSION LEON 
 NOUVEAU! TAILLE 38 FRANCETRADUIRE",True,Undefined
33,TRÈS BON ÉTAT,SONIA RYKIEL,2011-07-04,,72.0,"LIGNE PRINCIPALE DE LA CREATRICE, UN TOP A SON IMAGE FAIT DE VELOUR AVEC LES COUTURES A L ENVERS..
SR SUR LA POITRINETRADUIRE",False,Undefined
34,TRÈS BON ÉTAT,SONIA RYKIEL,2015-10-27,,57.0,TRÈS PEU PORTÉ TRADUIRE,False,Undefined
35,TRÈS BON ÉTAT,MIU MIU,2015-01-28,,79.0,T-SHIRT SIMPLE NOIR POUR LES JOURS DE FOLIE. DANS DE TRÈS BONNES CONDITIONSTRADUIRE,True,Undefined
36,TRÈS BON ÉTAT,GIVENCHY,2015-04-08,,312.94,"TOP GIVENCHY
SIZE XS OVER
BLACK VISCOSA/ELASTAN CON STAR IN TWEED
TRADUIRE",False,UltraFashion
37,TRÈS BON ÉTAT,MAJE,2016-07-15,,54.0,"TEE SHIRT MANCHES COURTES MAJE TAILLE 1.
PRÉSENCE DE FENTES TROUS SUR LES DEUX CÔTÉS DU TERRAIN SHIRT.
COMPOSITION 80% COTON ET 20% LAINE.
TRADUIRE",False,Undefined
38,TRÈS BON ÉTAT,IRO,2015-10-08,,79.0,"IRO
T-SHIRT 
100% LIN
LONGUEUR : 67 CM
LARGEUR SOUS AISSELLE : 52 CMTRADUIRE",True,Undefined
39,TRÈS BON ÉTAT,EMANUEL UNGARO,2016-09-07,,120.0,"EMANUEL UNGARO TSHIRT 
 JAUNE POIS NOIR 
 DERRIÈRE BLANCA POIS NOIR 
 NOUVEAU 
TRADUIRE",True,Undefined
40,TRÈS BON ÉTAT,DOLCE & GABBANA,2015-05-08,,185.0,"100% AUTHENTIQUE DOLCE GABBANA T-SHIRT EN CUIR BLANC ET PYTHON 
 
 PAR DOLCE GABBANA, NOUS AVONS ICI CE SUPERBE TOP !! 
 LE T-SHIRT COLLARD SUPER UNIQUE EST COMPOSÉ DE CUIR PYTHON CÔTELÉ VISCOSE ET COTON. 
 LE HAUT A DES MANCHES COURTES ET ...LIRE LA SUITETRADUIRE",True,UltraFashion
41,TRÈS BON ÉTAT,CLAUDIE PIERLOT,2015-08-26,,60.0,"- T-SHIRT ÉTWISTÉ CLAUDIE PIERLOT
- TAILLE 40
- EN ÉTAT IMPECCABLE, COMME NEUF
- 69 % COTON, 31 % LIN
- CARRURE 40 CM
- POITRINE 45 CM
- LONGUEUR 61 CM
- MANCHES 45 CMTRADUIRE",True,Undefined
42,TRÈS BON ÉTAT,DKNY,2015-12-12,,45.0,"PULL, COL ROND, MANCHES COURTES, PAILLETTES. 
 AUCUN DÉFAUT EN EXCELLENT ÉTAT 
 70% LAINE D'AGNEAU 
 20% ANGORA 
 10% NYLONTRADUIRE",False,Undefined
43,TRÈS BON ÉTAT,BONPOINT,2015-06-02,,24.0,"T SHIRT MANCHES LONGUES DE MARQUE BONPOINT
TAILLE : 6 MOIS (TAILLE GRAND)
ÉTAT NEUF
100% COTON, MOTIF VOITURE MINI SUR LE DEVANT
TRADUIRE",True,Undefined
44,TRÈS BON ÉTAT,BONPOINT,2015-08-20,,29.0,ÉCRU AVEC MOTIF CORAIL ET VERT TRADUIRE,False,Undefined
45,TRÈS BON ÉTAT,BONPOINT,2015-06-02,,24.0,"T SHIRT VERT (AVEC ENCOLURE ET CONTOUR DES MANCHES ROSE DRAGÉE) DE MARQUE BONPOINT EN TAILLE 12 MOIS
ÉTAT NEUF
100% COTON, MOTIF GRENOUILLE SUR LE DEVANTTRADUIRE",True,Undefined
46,TRÈS BON ÉTAT,STELLA MCCARTNEY KIDS,2015-02-04,,17.0,"TRÈS JOLI T-SHIRT STELLA MCCARTNEY KIDS POUR GARÇON OU FILLE.
COMME NEUF, PORTÉ SEULEMENT 1 FOIS.TRADUIRE",True,Undefined
47,TRÈS BON ÉTAT,BONPOINT,2015-08-20,,34.0,"MAILLE LÉGÈRE , 2 POCHES AVANT , COULEUR ARDOISETRADUIRE",False,Undefined
48,TRÈS BON ÉTAT,BONPOINT,2015-06-11,,29.0,ROSE TRES CLAIR TRADUIRE,False,Undefined
49,BON ÉTAT,BONPOINT,2015-06-03,,24.0,"TEE SHIRT MANCHES LONGUES BONPOINT, BON ÉTAT
TRADUIRE",False,Undefined
50,TRÈS BON ÉTAT,THE KOOPLES,2013-07-11,,32.0,"UN BASIQUE, SYMPA, PRATIQUE.TRADUIRE",False,Undefined
51,TRÈS BON ÉTAT,BONPOINT,2012-05-24,,30.0,"T-SHIRT À MANCHES LONGUES BONPOINT EN TRÈS BON ÉTAT, COL ROND, FERMETURE PAR DEUX BOUTONS LE LONG DE L'ÉPAULE GAUCHE. LE HAUT DU T-SHIRT EST EN MAILLE PLUS ÉLASTIQUE.TRADUIRE",True,Undefined
52,TRÈS BON ÉTAT,SOEUR,2013-11-15,,31.0,"T-SHIRT MANCHES LONGUES ROUGE SŒUR 
TAILLE 10 ANSTRADUIRE",True,Undefined
53,TRÈS BON ÉTAT,N°21,2017-11-27,,84.0,"T-SHIRT NOIR À MANCHES COURTES IMPRIMÉ DARLING AVEC HAUT À MANCHES LONGUES SEMI-TRANSPARENT ATTACHÉ. TISSU EXTÉRIEUR: 100% COTON. LONGUEUR 67 CM. LARGEUR D'ÉPAULE 42 CM. LARGEUR POITRINE 50 CM, LARGEUR TAILLE 50 CM. TAILLE IT 48. FABRIQUÉ E...LIRE LA SUITETRADUIRE",True,Undefined
54,TRÈS BON ÉTAT,GERARD DAREL,2019-06-08,,22.0,JOLIE HAUT 38 40TRADUIRE,False,Undefined
55,TRÈS BON ÉTAT,SEE BY CHLOÉ,2015-03-16,,98.82,"SUPERBE T SHIRT BLANC EN COTON RÉSILLE 
TAILLE 40 IT TAILLE RÉELLE 
36 FRTRADUIRE",True,Undefined
56,BON ÉTAT,KENZO,2015-09-17,,57.0,"SUPERBE T-SHIRT KENZO PORTÉ UNE FOIS.

MIXTE.

COULEUR BLANC IMPRIMÉ NOIR ET KENZO JAUNETRADUIRE",True,UltraFashion
57,TRÈS BON ÉTAT,CHLOÉ,2012-05-29,,45.0,"T-SHIRT CHLOÉ CRÈÙE À MANCHES LONGUES, COL ROND, FERMETURE PAR GROS BOUTONNAGE SUR LE DEVANT ET BRODERIE EFFET DENTELLE SUR LES BORDS DE LA PATTE DE BOUTONNAGE.TRADUIRE",True,Undefined
58,TRÈS BON ÉTAT,JUST CAVALLI,2014-10-11,,48.0,"COULEUR LÉOPARD BLEU , MANCHE 3/4TRADUIRE",False,Undefined
59,TRÈS BON ÉTAT,VELVET,2015-12-17,,18.0,"T-SHIRT BASIQUE EN VELOURS ROUGE COL BATEAU LARGE TAILLE S (40/42) 
 
 94% COTON 
 6% LYCRA 
TRADUIRE",True,Undefined
60,TRÈS BON ÉTAT,TARTINE ET CHOCOLAT,2016-04-09,,22.0,"TEE SHORT FILLE TARTINE ET CHOCOLAT, DE COULEUR CORAIL, MANCHES TRÈS COURTES AVEC UN DESSIN D'OISEAU ET PETIT BOUTON NACRÉ AVEC NOEUD EN TISSU SUR LE DEVANT. 93% COTON ET 7% ÉLASTANE. TRÈS AGRÉABLE À PORTER, TOUCHER PEAU DE PÊCHE. EN EXCELL...LIRE LA SUITETRADUIRE",False,Undefined
61,TRÈS BON ÉTAT,COMPTOIR DES COTONNIERS,2014-10-20,,31.0,T SHIRT LEON MANCHE LONGUESTRADUIRE,True,Undefined
62,BON ÉTAT,ESCADA,2019-11-11,,94.11,"T-SHIRT À MANCHES LONGUES PAR ESCADA 
 
 COUPE: DROITE 
 MOTIF: COULEUR UNIE 
 COULEUR: ROSE 
 EXTRA: DÉCORÉ PAR GARNITURE 
 TAILLE: DE42 
 ÉTAT: BON 
 UNE LÉGÈRE TACHE SUR LE DEVANT.TRADUIRE",True,Undefined
63,TRÈS BON ÉTAT,GERARD DAREL,2014-06-27,,120.0,T-SHIRT MANCHES COURTES EN CUIR VERT ET POCHE EN SUÈDE BLANC.TRADUIRE,True,Undefined
64,TRÈS BON ÉTAT,PRINGLE OF SCOTLAND,2015-04-10,,50.0,"PRINGLE T-SHIRT
SIZE XS
57% COTTON
43% OTHERTRADUIRE",True,Undefined
